,plant_name,capacity_mw,start,own_IPP,own_Joint_venture,own_Public,own_RENTAL_SIPP,fuel_GAS,fuel_HFO,fuel_HSD,fuel_HYDRO,fuel_SOLAR,fuel_WIND,district_code,units,usage,cost_per_unit,year,fuel_Coal
181,United Jamalpur PPL,115.0,2019.0,True,False,False,False,False,True,False,False,False,False,jamalpur,628.139814516336,62.0,17.25,2022,False
182,Desh Energy Chandpur  200 MW,200.0,2018.0,True,False,False,False,False,True,False,False,False,False,chandpur,755.718614903952,43.0,17.2,2022,False
183,Kodda Gazipur 300MW Power Ltd.(unit-2 Summit),300.0,2018.0,True,False,False,False,False,True,False,False,False,False,gazipur,1424.91382493162,54.0,17.18,2022,False
184,Digital  Power & Associates Gagnagar,102.0,2014.0,True,False,False,False,False,True,False,False,False,False,narayanganj,439.54124330239,49.0,16.96,2022,False
185,Bhairab Power 54.5 MW,54.0,2021.0,True,False,False,False,False,True,False,False,False,False,kishoreganj,198.89122492823,42.0,16.95,2022,False
186,Lakdhanvi lanka- Bangla Jangalia Cumilla 52MW,52.0,2014.0,True,False,False,False,False,True,False,False,False,False,comilla,219.465614515206,48.0,16.83,2022,False
187,Lobonchora Orion Power Rupsha Ltd. 105 MW,105.0,2018.0,True,False,False,False,False,True,False,False,False,False,khulna,545.666406684783,59.0,16.73,2022,False
188,Gazipur 100 MW PP,105.0,2019.0,False,False,True,False,False,True,False,False,False,False,gazipur,538.21038857805,58.2,16.68,2022,False
189,United Anwara 300MW PS,300.0,2019.0,True,False,False,False,False,True,False,False,False,False,chattogram,1689.56729782392,64.0,16.66,2022,False
190,Confidence CPBL- 2 Bogura,113.0,2019.0,True,False,False,False,False,True,False,False,False,False,bogura,657.330828802131,66.0,16.56,2022,False
191,Kodda Gazipur 149MW Power Ltd. (unit-1 Summit) ACE Alliance,149.0,2018.0,True,False,False,False,False,True,False,False,False,False,gazipur,813.485170282769,62.0,16.49,2022,False
192,Katakhali (Northern) Peaking,50.0,2012.0,False,False,False,True,False,True,False,False,False,False,rajshahi,66.6348282755411,15.8,16.48,2022,False
193,Dhaka(Doreen) Northern Power Ltd.Manikgonj,55.0,2012.0,True,False,False,False,False,True,False,False,False,False,manikganj,301.059774928513,62.0,16.48,2022,False
194,Bogura 113 MW PP (Confidence) Unit-1,113.0,2019.0,True,False,False,False,False,True,False,False,False,False,bogura,617.237146530075,62.0,16.46,2022,False
195,Sharishabari 3 MW Engreen Solar Power Plant,3.0,2017.0,True,False,False,False,False,False,False,False,True,False,jamalpur,1.06055582269205,15.0,16.42,2022,False
196,Dhaka(Doreen) Southern Power Ltd.Nobabgonj,55.0,,True,False,False,False,False,True,False,False,False,False,dhaka,310.907346012877,64.0,16.2,2022,False
197,Baraka Shikalbaha 105MW PS,105.0,2017.0,True,False,False,False,False,True,False,False,False,False,chattogram,610.906565118698,66.0,16.07,2022,False
198,Confidence Power  Ltd. 113MW Rangpur,113.0,2019.0,True,False,False,False,False,True,False,False,False,False,rangpur,627.260567098089,63.0,16.03,2022,False
199,Kamalaghat Banco Energy Generation,54.0,2018.0,True,False,False,False,False,True,False,False,False,False,munshiganj,382.653935341819,80.0,15.83,2022,False
200,Tangail Polly Power 22 MW TPPGCl,22.0,2020.0,True,False,False,False,False,True,False,False,False,False,tangail,,20.0,15.83,2022,False
201,Manikganj 162MW P0wer Generation,162.0,2020.0,True,False,False,False,False,True,False,False,False,False,manikganj,1042.00157428512,73.0,15.81,2022,False
202,Jodiac Power,54.0,2019.0,True,False,False,False,False,True,False,False,False,False,chattogram,324.623605737528,68.0,15.7,2022,False
203,Raj Lanka Power Gen.Com. Ltd.Nator 55 MW,52.0,2012.0,True,False,False,False,False,True,False,False,False,False,natore,238.105659782039,52.0,15.58,2022,False
204,Baraka Patenga,50.0,2014.0,True,False,False,False,False,True,False,False,False,False,chattogram,224.477324799213,51.0,15.55,2022,False
205,Karnaphuli Power Ltd.,110.0,2019.0,True,False,False,False,False,True,False,False,False,False,chattogram,698.479607976083,72.0,15.47,2022,False
206,HF 113 MW Power Limited,113.0,2019.0,True,False,False,False,False,True,False,False,False,False,noakhali,577.143464258019,58.0,15.41,2022,False
207,Anlima Chattogram 116 MW,116.0,2021.0,True,False,False,False,False,True,False,False,False,False,chattogram,757.037486031322,74.0,15.18,2022,False
208,Juldha Acorn 100 MW Unit-3,100.0,2020.0,True,False,False,False,False,True,False,False,False,False,chattogram,590.771799240845,67.0,15.09,2022,False
209,50 MW HDFC Solar Power Plant,50.0,2020.0,True,False,False,False,False,False,False,False,True,False,mymensingh,89.9524698074472,21.0,14.7,2022,False
210,Siddhirganj 2x120 MW GTPP,210.0,2019.0,False,False,True,False,True,False,False,False,False,False,narayanganj,118.229066778265,6.6,14.05,2022,False
211,"Payra, Potuakhali 2*660 MW PP (U-1)",622.0,2020.0,False,True,False,False,False,False,False,False,False,False,patuakhali,2214.25819466272,40.5,13.85,2022,True
212,"Payra, Potuakhali 2*660 MW PP (U-2)",622.0,2020.0,False,True,False,False,False,False,False,False,False,False,patuakhali,2093.74854351781,38.3,13.85,2022,True
213,Orion Power Sonargaon Ltd.,104.0,2020.0,True,False,False,False,False,True,False,False,False,False,narayanganj,642.031923724636,70.0,13.19,2022,False
214,Amnura 50MW Sinha Power,50.0,2012.0,False,False,False,True,False,True,False,False,False,False,chapainawabganj,18.2058804785054,5.0,13.15,2022,False
215,20 MW Solar Teknaf,20.0,2018.0,True,False,False,False,False,False,False,False,True,False,cox,34.5598824578965,21.0,12.04,2022,False
216,Manikganj 35MW Spectra Solar Park Ltd.,35.0,2021.0,True,False,False,False,False,False,False,False,True,False,manikganj,49.5950133099174,17.0,11.96,2022,False
217,Sympa Solar Power 8 MW,8.0,2019.0,True,False,False,False,False,False,False,False,True,False,panchagarh,9.23755681238763,17.0,11.26,2022,False
218,Sirajgonj 210 MW CC (NWPGCL) Unit-1,210.0,2012.0,False,False,True,False,True,False,False,False,False,False,sirajgonj,235.107426085818,12.9,9.56,2022,False
219,Shahazibazar 100 MW GT,100.0,2021.0,False,False,True,False,True,False,False,False,False,False,sylhet,60.6119834605503,7.3,8.98,2022,False
220,Shikalbaha 150 MW Peaking PP,150.0,2010.0,False,False,True,False,True,False,False,False,False,False,chattogram,659.616872089573,50.0,8.63,2022,False
221,Barapukuria Coal based S/T (unit 3),274.0,2018.0,False,False,True,False,False,False,False,False,False,False,dinajpur,1224.8190937241,50.83,8.13,2022,True
222,"Barapukuria Coal based S/T (unit 1,2)",250.0,2006.0,False,False,True,False,False,False,False,False,False,False,dinajpur,440.036259598863,20.13,8.13,2022,True
223, Ashuganj TPP Unit-4,150.0,1987.0,False,False,True,False,True,False,False,False,False,False,brahmanbaria,0.0,0.0,7.24,2022,False
224, Ashuganj TPP Unit-3,150.0,1987.0,False,False,True,False,True,False,False,False,False,False,brahmanbaria,208.211247561647,16.0,7.24,2022,False
225, Ashuganj TPP Unit-5,150.0,1988.0,False,False,True,False,True,False,False,False,False,False,brahmanbaria,241.402837600465,18.5,7.24,2022,False
226,Ashugonj  55 MW 3Yrs Rental (Precision Energy),55.0,2010.0,False,False,False,True,True,False,False,False,False,False,brahmanbaria,276.440847217601,57.0,4.55,2022,False
227,Summit Meghnaghat Power Co.Ltd.,305.0,2015.0,True,False,False,False,True,False,False,False,False,False,narayanganj,1529.36841821934,57.0,4.22,2022,False
228,Siddhirganj 335 MW CCPP,335.0,2019.0,False,False,True,False,True,False,False,False,False,False,narayanganj,1505.4177185463,51.1,4.2,2022,False
229,Bogura RPP (24MW) 15 yrs,22.0,2008.0,False,False,False,True,True,False,False,False,False,False,bogura,171.722479704403,87.0,4.09,2022,False
230,Regent Energy & Power Ltd 108 MW,108.0,2014.0,True,False,False,False,True,False,False,False,False,False,narsingdi,359.969351951051,38.0,4.08,2022,False
231,Jangalia 33 MW (Summit Purbanchol Po. Co. Ltd.),33.0,2009.0,False,False,False,True,True,False,False,False,False,False,comilla,237.92981029839,81.0,4.06,2022,False
232,Sirajgonj 210 MW CC (NWPGCL) Unit-3,220.0,,False,False,True,False,True,False,False,False,False,False,sirajgonj,1278.25535556805,66.0,3.89,2022,False
233,Ashuganj 450 MW CCPP (South),360.0,2017.0,False,False,True,False,True,False,False,False,False,False,brahmanbaria,2217.64329722297,70.0,3.76,2022,False
234,Rural Power Company Ltd.(RPCL),210.0,2007.0,True,False,False,False,True,False,False,False,False,False,,1127.46442333871,61.0,3.73,2022,False
235,Kumargao 10 MW Desh Combridge (15 Yrs),10.0,2009.0,False,False,False,True,True,False,False,False,False,False,sylhet,78.9618770793618,86.0,3.62,2022,False
236,Sylhet 1x20 MW /GT,20.0,1986.0,False,False,True,False,True,False,False,False,False,False,sylhet,65.3950894158131,37.7,3.6,2022,False
237,Bhola 32 MW (Venture Energy Resources Ltd.),33.0,2009.0,False,False,False,True,True,False,False,False,False,False,bhola,193.088191967801,66.0,3.55,2022,False
238,Sahzibazar 86 MW RPP (15 yrs),86.0,2009.0,False,False,False,True,True,False,False,False,False,False,habiganj,623.040179490504,82.0,3.54,2022,False
239,Shahjahanullah Power Gen Co. Ltd.,25.0,2013.0,False,False,False,True,True,False,False,False,False,False,sylhet,121.517452122509,55.0,3.45,2022,False
240,Ashuganj 225 MW CCPP,221.0,1987.0,False,False,True,False,True,False,False,False,False,False,brahmanbaria,1617.83829344334,83.1,3.32,2022,False
241,Sembcorp NWPGCL,414.0,2016.0,True,False,False,False,True,False,False,False,False,False,sirajgonj,2841.90896417822,78.0,3.24,2022,False
242,Fenchuganj C.C. (Unit #1),97.0,1994.0,False,False,True,False,True,False,False,False,False,False,sylhet,421.44633143487,49.4,3.12,2022,False
243,Fenchuganj C.C. (Unit #2),104.0,1994.0,False,False,True,False,True,False,False,False,False,False,sylhet,312.446028994809,34.3,3.12,2022,False
244,Barabkundu SIPP 22 MW (Regent Power),22.0,2009.0,False,False,False,True,True,False,False,False,False,False,chattogram,149.477520022758,76.0,3.09,2022,False
245,Kushiara power Co. Ltd (163MW)CCPP Fenchuganj,163.0,2017.0,True,False,False,False,True,False,False,False,False,False,sylhet,1048.42008043832,73.0,3.07,2022,False
246,"Shahjibazar 70 MW GT, Habiganj",70.0,2000.0,False,False,True,False,True,False,False,False,False,False,habiganj,447.12914852186,72.3,3.04,2022,False
247,Fenchugonj 50 MW Rental (Energy Prima),44.0,2009.0,False,False,False,True,True,False,False,False,False,False,sylhet,47.221045280651,13.0,3.03,2022,False
248,Nutan Biddyut 220MW Bhola,220.0,2021.0,True,False,False,False,True,False,False,False,False,False,bhola,1647.45134648989,85.0,3.01,2022,False
249,Tangail SIPP (22 MW) (Doreen Power Ltd.),22.0,2008.0,False,False,False,True,True,False,False,False,False,False,tangail,159.588865332597,81.0,2.96,2022,False
250,Ashuganj 450 MW CCPP (North),360.0,2017.0,False,False,True,False,True,False,False,False,False,False,brahmanbaria,2116.07263546709,66.8,2.95,2022,False
251,Feni SIPP (22 MW) (Doreen Power Ltd.),22.0,2009.0,False,False,False,True,True,False,False,False,False,False,feni,165.6556725185,84.0,2.9,2022,False
252,Midland Power Co. Ashuganj 51 MW,51.0,2013.0,True,False,False,False,True,False,False,False,False,False,brahmanbaria,375.268257028546,83.0,2.75,2022,False
253,Karnafuli Hydro,230.0,1962.0,False,False,True,False,False,False,False,True,False,False,rangamati,747.277839688783,37.0,2.7,2022,False
254,Haripur 412 MW CCPP,412.0,1987.0,False,False,True,False,True,False,False,False,False,False,narayanganj,2091.04046146961,57.7,2.5,2022,False
255,Ashuganj 50 MW PP,53.0,1986.0,False,False,True,False,True,False,False,False,False,False,brahmanbaria,237.455016692537,50.9,2.14,2022,False
256,Haripur Power Ltd.,360.0,2001.0,True,False,False,False,True,False,False,False,False,False,narayanganj,1931.97581103457,61.0,1.7,2022,False
257,Haripur GTPP,32.0,,False,False,True,False,True,False,False,False,False,False,thakurgaon,,0.0,693.0,2022,False
258,Fenchugonj 51 MW Rental (15 Yrs) (Barakatullah),51.0,2009.0,False,False,False,True,True,False,False,False,False,False,sylhet,352.407824154128,78.0,,2022,False
259,Bogura 20 RPP (3 Yrs) Energy Prima,20.0,2011.0,False,False,False,True,True,False,False,False,False,False,bogra,0.0,0.0,,2022,False
260,Bheramara GT unit-3,20.0,1980.0,False,False,True,False,False,False,True,False,False,False,kushtia,,0.0,,2022,False
261,Tongi 80 MW GTPP,105.0,2005.0,False,False,True,False,True,False,False,False,False,False,gazipur,0.0,0.0,,2022,False
262,CLC Power Co. Ltd. 108 MW Bosila Keranigonj,108.0,2017.0,True,False,False,False,False,True,False,False,False,False,dhaka,0.0,0.0,,2022,False
263,210 MW Shiddirganj TPP,210.0,2019.0,False,False,True,False,True,False,False,False,False,False,narayanganj,0.0,0.0,,2022,False
